userID,IPaddress,Timezone,Latitude,Longitude,DeviceInfo,TypingSpeed,MouseSpeed,LoginTime
153847,192.168.1.89,America/Los_Angeles,34.052235,-118.243683,Windows,130,1500.60,2025-03-19 09:45:12
153847,192.168.1.89,America/Los_Angeles,34.055215000000004,-118.25553000000001,Windows,132,1532.6,2025-03-19 10:45:13
153847,115.209.148.211,America/Los_Angeles,32.849395,-113.29603800000001,Android,136,1479.6,2025-03-21 10:45:12
153847,4.161.230.138,America/Los_Angeles,36.956543,-119.785784,Windows,123,1551.6,2025-03-21 10:45:13
153847,8.240.189.200,Asia/Kolkata,41.579756,-117.34714000000001,Windows,110,1533.6,2025-03-24 05:45:13
153847,6.120.121.115,Asia/Kolkata,46.849508,-118.32254800000001,Windows,107,1526.6,2025-03-28 01:45:13
235719,210.150.181.233,Asia/Tokyo,35.689487,139.691711,Mac,160,1805.30,2025-03-19 20:50:22
235719,210.150.181.233,Asia/Tokyo,35.713358,139.65864,Mac,159,1841.3,2025-03-19 21:50:25
235719,110.45.230.26,Asia/Tokyo,40.339037,136.002452,Android,147,1956.3,2025-03-21 23:50:25
235719,253.0.228.142,Asia/Tokyo,40.569279,141.49559,Mac,160,1850.3,2025-03-22 03:50:22
235719,171.189.145.97,Asia/Kolkata,40.437104,135.59492600000002,Mac,137,1945.3,2025-03-23 20:50:25
235719,100.58.35.72,Asia/Kolkata,40.812205999999996,126.47979700000002,iOS,143,2000,2025-03-27 00:50:25
247815,156.200.77.99,America/Denver,39.739236,-104.990251,Android,74,855.60,2025-03-19 11:40:18
247815,156.200.77.99,America/Denver,39.704212999999996,-105.016732,Android,75,821.6,2025-03-19 13:41:11
247815,27.230.54.242,America/Denver,38.34114699999999,-109.650692,iOS,79,729.6,2025-03-21 07:41:11
247815,63.92.84.2,America/Denver,35.026396,-103.218615,Android,78,930.6,2025-03-21 09:40:18
247815,93.235.163.42,Asia/Kolkata,36.14527399999999,-108.34960500000001,Android,66,649.6,2025-03-25 10:41:11
247815,122.136.26.254,Asia/Kolkata,38.867808999999994,-103.53325600000001,Android,73,737.6,2025-03-29 12:41:11
295837,203.144.78.55,Asia/Tokyo,35.689487,139.691711,Mac,85,900.20,2025-03-19 14:45:30
