userID,IPaddress,Timezone,Latitude,Longitude,DeviceInfo,TypingSpeed,MouseSpeed,LoginTime
153847,192.168.1.89,America/Los_Angeles,34.052235,-118.243683,Windows,130,1500.60,2025-03-19 09:45:12
153847,115.209.148.211,America/Los_Angeles,32.849395,-113.29603800000001,Android,136,1479.6,2025-03-21 10:45:12
153847,192.168.1.89,America/Los_Angeles,34.055215000000004,-118.25553000000001,Windows,132,1532.6,2025-03-19 10:45:13
153847,4.161.230.138,America/Los_Angeles,36.956543,-119.785784,Windows,123,1551.6,2025-03-21 10:45:13
235719,210.150.181.233,Asia/Tokyo,35.689487,139.691711,Mac,160,1805.30,2025-03-19 20:50:22
235719,253.0.228.142,Asia/Tokyo,40.569279,141.49559,Mac,160,1850.3,2025-03-22 03:50:22
235719,210.150.181.233,Asia/Tokyo,35.713358,139.65864,Mac,159,1841.3,2025-03-19 21:50:25
235719,110.45.230.26,Asia/Tokyo,40.339037,136.002452,Android,147,1956.3,2025-03-21 23:50:25
247815,156.200.77.99,America/Denver,39.739236,-104.990251,Android,74,855.60,2025-03-19 11:40:18
247815,63.92.84.2,America/Denver,35.026396,-103.218615,Android,78,930.6,2025-03-21 09:40:18
247815,156.200.77.99,America/Denver,39.704212999999996,-105.016732,Android,75,821.6,2025-03-19 13:41:11
247815,27.230.54.242,America/Denver,38.34114699999999,-109.650692,iOS,79,729.6,2025-03-21 07:41:11
295837,203.144.78.55,Asia/Tokyo,35.689487,139.691711,Mac,85,900.20,2025-03-19 14:45:30
295837,40.14.7.218,Asia/Tokyo,40.516022,143.140355,Android,86,793.2,2025-03-21 06:45:30
295837,203.144.78.55,Asia/Tokyo,35.71751,139.731553,Mac,87,943.2,2025-03-19 17:45:28
295837,170.139.242.54,Asia/Tokyo,35.495566999999994,142.12782099999998,Linux,85,1001.2,2025-03-21 22:45:28
309472,132.45.165.175,Europe/Berlin,52.520008,13.404954,Windows,135,1620.90,2025-03-19 08:50:55
309472,145.151.98.112,Europe/Berlin,53.568858,15.061991,Windows,128,1518.9,2025-03-21 08:50:55
309472,132.45.165.175,Europe/Berlin,52.518437,13.44813,Windows,132,1584.9,2025-03-19 11:50:30
309472,193.56.77.123,Europe/Berlin,51.542071,19.200131,Android,144,1677.9,2025-03-21 10:50:30
350891,139.200.110.22,Asia/Bangkok,13.756331,100.501762,Android,125,1305.60,2025-03-19 17:05:25
350891,17.99.135.27,Asia/Bangkok,15.082141,97.555737,Mac,133,1351.6,2025-03-21 23:05:25
350891,139.200.110.22,Asia/Bangkok,13.728638,100.49519,Android,123,1316.6,2025-03-19 20:04:52
350891,223.237.192.199,Asia/Bangkok,11.601874,97.695821,Windows,123,1402.6,2025-03-21 16:04:52
351982,146.98.150.100,America/Phoenix,33.448376,-112.074036,Windows,68,790.30,2025-03-19 05:45:50
